Handle,Title,Body (HTML),Vendor,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Status,brand,name,defaultimage,baseprice,shoetype,usagetype
nmdr1,NMD_R1,<p>Adidas NMD_R1. Category: Lifestyle.</p>,Adidas,sneaker,"sneaker, casual, adidas",TRUE,Color,Black,Size,US 8,ADIDAS-NMD_R1-BLACK-US8,500,shopify,100,deny,manual,3220000,3864000,TRUE,TRUE,https://images.unsplash.com/photo-1600185365483-26d7a4cc7519?w=400,1,NMD_R1,FALSE,NMD_R1 | Adidas,Buy NMD_R1 by Adidas. Type: sneaker. Usage: casual.,active,Adidas,NMD_R1,https://images.unsplash.com/photo-1600185365483-26d7a4cc7519?w=400,3220000,sneaker,casual
nano-9,Nano 9,<p>Reebok Nano 9. Category: Training.</p>,Reebok,training_shoe,"training_shoe, sport, reebok",TRUE,Color,Red,Size,US 10.5,REEBOK-NANO9-RED-US10,500,shopify,100,deny,manual,2990000,3588000,TRUE,TRUE,https://images.unsplash.com/photo-1542291026-7eec264c27ff?w=400,1,Nano 9,FALSE,Nano 9 | Reebok,Buy Nano 9 by Reebok. Type: training_shoe. Usage: sport.,active,Reebok,Nano 9,https://images.unsplash.com/photo-1542291026-7eec264c27ff?w=400,2990000,training_shoe,sport
sk8-hi,Sk8-Hi,<p>Vans Sk8-Hi. Category: Skate.</p>,Vans,sneaker,"sneaker, casual, vans",TRUE,Color,Purple,Size,US 9,VANS-SK8-HI-PURPLE-US9,500,shopify,100,deny,manual,1495000,1794000,TRUE,TRUE,https://images.unsplash.com/photo-1551107696-a4b0c5a0d9a2?w=400,1,Sk8-Hi,FALSE,Sk8-Hi | Vans,Buy Sk8-Hi by Vans. Type: sneaker. Usage: casual.,active,Vans,Sk8-Hi,https://images.unsplash.com/photo-1551107696-a4b0c5a0d9a2?w=400,1495000,sneaker,casual
fresh-foam-more-v3,Fresh Foam More v3,<p>New Balance Fresh Foam More v3. Category: Running.</p>,New Balance,running_shoe,"running_shoe, sport, new balance",TRUE,Color,Grey,Size,US 9,NEWBALAN-FRESHFOAMM-GREY-US9,500,shopify,100,deny,manual,3680000,4416000,TRUE,TRUE,https://images.unsplash.com/photo-1595950653106-6c9ebd614d3a?w=400,1,Fresh Foam More v3,FALSE,Fresh Foam More v3 | New Balance,Buy Fresh Foam More v3 by New Balance. Type: running_shoe. Usage: sport.,active,New Balance,Fresh Foam More v3,https://images.unsplash.com/photo-1595950653106-6c9ebd614d3a?w=400,3680000,running_shoe,sport
gel-kahana-8,Gel-Kahana 8,<p>Asics Gel-Kahana 8. Category: Running.</p>,Asics,running_shoe,"running_shoe, sport, asics",TRUE,Color,Blue,Size,US 9.5,ASICS-GEL-KAHANA-BLUE-US9.,500,shopify,100,deny,manual,1955000,2346000,TRUE,TRUE,https://images.unsplash.com/photo-1600185365483-26d7a4cc7519?w=400,1,Gel-Kahana 8,FALSE,Gel-Kahana 8 | Asics,Buy Gel-Kahana 8 by Asics. Type: running_shoe. Usage: sport.,active,Asics,Gel-Kahana 8,https://images.unsplash.com/photo-1600185365483-26d7a4cc7519?w=400,1955000,running_shoe,sport
tracer,Tracer,<p>Fila Tracer. Category: Fashion.</p>,Fila,sneaker,"sneaker, casual, fila",TRUE,Color,White,Size,US 7.5,FILA-TRACER-WHITE-US7.,500,shopify,100,deny,manual,1495000,1794000,TRUE,TRUE,https://images.unsplash.com/photo-1542291026-7eec264c27ff?w=400,1,Tracer,FALSE,Tracer | Fila,Buy Tracer by Fila. Type: sneaker. Usage: casual.,active,Fila,Tracer,https://images.unsplash.com/photo-1542291026-7eec264c27ff?w=400,1495000,sneaker,casual
summits,Summits,<p>Skechers Summits. Category: Walking.</p>,Skechers,sneaker,"sneaker, casual, skechers",TRUE,Color,Black,Size,US 12,SKECHERS-SUMMITS-BLACK-US12,500,shopify,100,deny,manual,1495000,1794000,TRUE,TRUE,https://images.unsplash.com/photo-1600185365483-26d7a4cc7519?w=400,1,Summits,FALSE,Summits | Skechers,Buy Summits by Skechers. Type: sneaker. Usage: casual.,active,Skechers,Summits,https://images.unsplash.com/photo-1600185365483-26d7a4cc7519?w=400,1495000,sneaker,casual
epic-react-flyknit,Epic React Flyknit,<p>Nike Epic React Flyknit. Category: Running.</p>,Nike,running_shoe,"running_shoe, sport, nike",TRUE,Color,Grey,Size,US 7.5,NIKE-EPICREACTF-GREY-US7.,500,shopify,100,deny,manual,3450000,4140000,TRUE,TRUE,https://images.unsplash.com/photo-1600185365483-26d7a4cc7519?w=400,1,Epic React Flyknit,FALSE,Epic React Flyknit | Nike,Buy Epic React Flyknit by Nike. Type: running_shoe. Usage: sport.,active,Nike,Epic React Flyknit,https://images.unsplash.com/photo-1600185365483-26d7a4cc7519?w=400,3450000,running_shoe,sport
ultraboost-40,Ultraboost 4.0,<p>Adidas Ultraboost 4.0. Category: Running.</p>,Adidas,running_shoe,"running_shoe, sport, adidas",TRUE,Color,Black,Size,US 11,ADIDAS-ULTRABOOST-BLACK-US11,500,shopify,100,deny,manual,4140000,4968000,TRUE,TRUE,https://images.unsplash.com/photo-1460353581641-37baddab0fa2?w=400,1,Ultraboost 4.0,FALSE,Ultraboost 4.0 | Adidas,Buy Ultraboost 4.0 by Adidas. Type: running_shoe. Usage: sport.,active,Adidas,Ultraboost 4.0,https://images.unsplash.com/photo-1460353581641-37baddab0fa2?w=400,4140000,running_shoe,sport
legacy-lifter,Legacy Lifter,<p>Reebok Legacy Lifter. Category: Weightlifting.</p>,Reebok,sneaker,"sneaker, casual, reebok",TRUE,Color,White/Black,Size,US 9,REEBOK-LEGACYLIFT-WHITE/-US9,500,shopify,100,deny,manual,4600000,5520000,TRUE,TRUE,https://images.unsplash.com/photo-1542291026-7eec264c27ff?w=400,1,Legacy Lifter,FALSE,Legacy Lifter | Reebok,Buy Legacy Lifter by Reebok. Type: sneaker. Usage: casual.,active,Reebok,Legacy Lifter,https://images.unsplash.com/photo-1542291026-7eec264c27ff?w=400,4600000,sneaker,casual
all-star-pro-bb,All Star Pro BB,<p>Converse All Star Pro BB. Category: Basketball.</p>,Converse,basketball_shoe,"basketball_shoe, sport, converse",TRUE,Color,Green,Size,US 7,CONVERSE-ALLSTARPRO-GREEN-US7,500,shopify,100,deny,manual,2300000,2760000,TRUE,TRUE,https://images.unsplash.com/photo-1551107696-a4b0c5a0d9a2?w=400,1,All Star Pro BB,FALSE,All Star Pro BB | Converse,Buy All Star Pro BB by Converse. Type: basketball_shoe. Usage: sport.,active,Converse,All Star Pro BB,https://images.unsplash.com/photo-1551107696-a4b0c5a0d9a2?w=400,2300000,basketball_shoe,sport
cell-venom,Cell Venom,<p>Puma Cell Venom. Category: Lifestyle.</p>,Puma,sneaker,"sneaker, casual, puma",TRUE,Color,Grey,Size,US 10,PUMA-CELLVENOM-GREY-US10,500,shopify,100,deny,manual,2070000,2484000,TRUE,TRUE,https://images.unsplash.com/photo-1600185365483-26d7a4cc7519?w=400,1,Cell Venom,FALSE,Cell Venom | Puma,Buy Cell Venom by Puma. Type: sneaker. Usage: casual.,active,Puma,Cell Venom,https://images.unsplash.com/photo-1600185365483-26d7a4cc7519?w=400,2070000,sneaker,casual
slip-on,Slip-On,<p>Vans Slip-On. Category: Casual.</p>,Vans,sneaker,"sneaker, casual, vans",TRUE,Color,Checkerboard,Size,US 6.5,VANS-SLIP-ON-CHECKE-US6.,500,shopify,100,deny,manual,1150000,1380000,TRUE,TRUE,https://images.unsplash.com/photo-1595950653106-6c9ebd614d3a?w=400,1,Slip-On,FALSE,Slip-On | Vans,Buy Slip-On by Vans. Type: sneaker. Usage: casual.,active,Vans,Slip-On,https://images.unsplash.com/photo-1595950653106-6c9ebd614d3a?w=400,1150000,sneaker,casual
574,574,<p>New Balance 574. Category: Casual.</p>,New Balance,sneaker,"sneaker, casual, new balance",TRUE,Color,Burgundy,Size,US 12,NEWBALAN-574-BURGUN-US12,500,shopify,100,deny,manual,1840000,2208000,TRUE,TRUE,https://images.unsplash.com/photo-1600185365483-26d7a4cc7519?w=400,1,574,FALSE,574 | New Balance,Buy 574 by New Balance. Type: sneaker. Usage: casual.,active,New Balance,574,https://images.unsplash.com/photo-1600185365483-26d7a4cc7519?w=400,1840000,sneaker,casual
air-max-95,Air Max 95,<p>Nike Air Max 95. Category: Running.</p>,Nike,running_shoe,"running_shoe, sport, nike",TRUE,Color,Grey,Size,US 9,NIKE-AIRMAX95-GREY-US9,500,shopify,100,deny,manual,3910000,4692000,TRUE,TRUE,https://images.unsplash.com/photo-1515955656352-a1fa3ffcd111?w=400,1,Air Max 95,FALSE,Air Max 95 | Nike,Buy Air Max 95 by Nike. Type: running_shoe. Usage: sport.,active,Nike,Air Max 95,https://images.unsplash.com/photo-1515955656352-a1fa3ffcd111?w=400,3910000,running_shoe,sport
nmdr1,NMD_R1,<p>Adidas NMD_R1. Category: Lifestyle.</p>,Adidas,sneaker,"sneaker, casual, adidas",TRUE,Color,Pink,Size,US 7.5,ADIDAS-NMD_R1-PINK-US7.,500,shopify,100,deny,manual,3220000,3864000,TRUE,TRUE,https://images.unsplash.com/photo-1600185365483-26d7a4cc7519?w=400,1,NMD_R1,FALSE,NMD_R1 | Adidas,Buy NMD_R1 by Adidas. Type: sneaker. Usage: casual.,active,Adidas,NMD_R1,https://images.unsplash.com/photo-1600185365483-26d7a4cc7519?w=400,3220000,sneaker,casual
jack-purcell,Jack Purcell,<p>Converse Jack Purcell. Category: Casual.</p>,Converse,sneaker,"sneaker, casual, converse",TRUE,Color,White,Size,US 8,CONVERSE-JACKPURCEL-WHITE-US8,500,shopify,100,deny,manual,1495000,1794000,TRUE,TRUE,https://images.unsplash.com/photo-1595950653106-6c9ebd614d3a?w=400,1,Jack Purcell,FALSE,Jack Purcell | Converse,Buy Jack Purcell by Converse. Type: sneaker. Usage: casual.,active,Converse,Jack Purcell,https://images.unsplash.com/photo-1595950653106-6c9ebd614d3a?w=400,1495000,sneaker,casual
calibrate-rest,Calibrate Rest,<p>Puma Calibrate Rest. Category: Running.</p>,Puma,running_shoe,"running_shoe, sport, puma",TRUE,Color,Black,Size,US 8.5,PUMA-CALIBRATER-BLACK-US8.,500,shopify,100,deny,manual,2300000,2760000,TRUE,TRUE,https://images.unsplash.com/photo-1600185365483-26d7a4cc7519?w=400,1,Calibrate Rest,FALSE,Calibrate Rest | Puma,Buy Calibrate Rest by Puma. Type: running_shoe. Usage: sport.,active,Puma,Calibrate Rest,https://images.unsplash.com/photo-1600185365483-26d7a4cc7519?w=400,2300000,running_shoe,sport
sk8-hi,SK8-Hi,<p>Vans SK8-Hi. Category: Skate.</p>,Vans,sneaker,"sneaker, casual, vans",TRUE,Color,Red,Size,US 9.5,VANS-SK8-HI-RED-US9.,500,shopify,100,deny,manual,1610000,1932000,TRUE,TRUE,https://images.unsplash.com/photo-1551107696-a4b0c5a0d9a2?w=400,1,SK8-Hi,FALSE,SK8-Hi | Vans,Buy SK8-Hi by Vans. Type: sneaker. Usage: casual.,active,Vans,SK8-Hi,https://images.unsplash.com/photo-1551107696-a4b0c5a0d9a2?w=400,1610000,sneaker,casual
327,327,<p>New Balance 327. Category: Lifestyle.</p>,New Balance,sneaker,"sneaker, casual, new balance",TRUE,Color,Grey,Size,US 6.5,NEWBALAN-327-GREY-US6.,500,shopify,100,deny,manual,2300000,2760000,TRUE,TRUE,https://images.unsplash.com/photo-1525966222134-fcfa99b8ae77?w=400,1,327,FALSE,327 | New Balance,Buy 327 by New Balance. Type: sneaker. Usage: casual.,active,New Balance,327,https://images.unsplash.com/photo-1525966222134-fcfa99b8ae77?w=400,2300000,sneaker,casual
gel-quantum-360-6,Gel-Quantum 360 6,<p>Asics Gel-Quantum 360 6. Category: Running.</p>,Asics,running_shoe,"running_shoe, sport, asics",TRUE,Color,Black,Size,US 10.5,ASICS-GEL-QUANTU-BLACK-US10,500,shopify,100,deny,manual,4140000,4968000,TRUE,TRUE,https://images.unsplash.com/photo-1542291026-7eec264c27ff?w=400,1,Gel-Quantum 360 6,FALSE,Gel-Quantum 360 6 | Asics,Buy Gel-Quantum 360 6 by Asics. Type: running_shoe. Usage: sport.,active,Asics,Gel-Quantum 360 6,https://images.unsplash.com/photo-1542291026-7eec264c27ff?w=400,4140000,running_shoe,sport
original-fitness,Original Fitness,<p>Fila Original Fitness. Category: Casual.</p>,Fila,sneaker,"sneaker, casual, fila",TRUE,Color,White,Size,US 9,FILA-ORIGINALFI-WHITE-US9,500,shopify,100,deny,manual,1610000,1932000,TRUE,TRUE,https://images.unsplash.com/photo-1551107696-a4b0c5a0d9a2?w=400,1,Original Fitness,FALSE,Original Fitness | Fila,Buy Original Fitness by Fila. Type: sneaker. Usage: casual.,active,Fila,Original Fitness,https://images.unsplash.com/photo-1551107696-a4b0c5a0d9a2?w=400,1610000,sneaker,casual
max-cushioning,Max Cushioning,<p>Skechers Max Cushioning. Category: Running.</p>,Skechers,running_shoe,"running_shoe, sport, skechers",TRUE,Color,Blue,Size,US 10,SKECHERS-MAXCUSHION-BLUE-US10,500,shopify,100,deny,manual,2070000,2484000,TRUE,TRUE,https://images.unsplash.com/photo-1560769629-975ec94e6a86?w=400,1,Max Cushioning,FALSE,Max Cushioning | Skechers,Buy Max Cushioning by Skechers. Type: running_shoe. Usage: sport.,active,Skechers,Max Cushioning,https://images.unsplash.com/photo-1560769629-975ec94e6a86?w=400,2070000,running_shoe,sport
react-infinity-run-flyknit,React Infinity Run Flyknit,<p>Nike React Infinity Run Flyknit. Category: Running.</p>,Nike,running_shoe,"running_shoe, sport, nike",TRUE,Color,Blue,Size,US 8,NIKE-REACTINFIN-BLUE-US8,500,shopify,100,deny,manual,3680000,4416000,TRUE,TRUE,https://images.unsplash.com/photo-1560769629-975ec94e6a86?w=400,1,React Infinity Run Flyknit,FALSE,React Infinity Run Flyknit | Nike,Buy React Infinity Run Flyknit by Nike. Type: running_shoe. Usage: sport.,active,Nike,React Infinity Run Flyknit,https://images.unsplash.com/photo-1560769629-975ec94e6a86?w=400,3680000,running_shoe,sport
yeezy-boost-350-v2,Yeezy Boost 350 V2,<p>Adidas Yeezy Boost 350 V2. Category: Lifestyle.</p>,Adidas,sneaker,"sneaker, casual, adidas",TRUE,Color,Cream White,Size,US 9,ADIDAS-YEEZYBOOST-CREAMW-US9,500,shopify,100,deny,manual,5060000,6072000,TRUE,TRUE,https://images.unsplash.com/photo-1525966222134-fcfa99b8ae77?w=400,1,Yeezy Boost 350 V2,FALSE,Yeezy Boost 350 V2 | Adidas,Buy Yeezy Boost 350 V2 by Adidas. Type: sneaker. Usage: casual.,active,Adidas,Yeezy Boost 350 V2,https://images.unsplash.com/photo-1525966222134-fcfa99b8ae77?w=400,5060000,sneaker,casual
clyde-all-pro,Clyde All-Pro,<p>Puma Clyde All-Pro. Category: Basketball.</p>,Puma,basketball_shoe,"basketball_shoe, sport, puma",TRUE,Color,White,Size,US 7.5,PUMA-CLYDEALL-P-WHITE-US7.,500,shopify,100,deny,manual,2990000,3588000,TRUE,TRUE,https://images.unsplash.com/photo-1525966222134-fcfa99b8ae77?w=400,1,Clyde All-Pro,FALSE,Clyde All-Pro | Puma,Buy Clyde All-Pro by Puma. Type: basketball_shoe. Usage: sport.,active,Puma,Clyde All-Pro,https://images.unsplash.com/photo-1525966222134-fcfa99b8ae77?w=400,2990000,basketball_shoe,sport
gel-excite-8,Gel-Excite 8,<p>Asics Gel-Excite 8. Category: Running.</p>,Asics,running_shoe,"running_shoe, sport, asics",TRUE,Color,Blue,Size,US 9.5,ASICS-GEL-EXCITE-BLUE-US9.,500,shopify,100,deny,manual,1610000,1932000,TRUE,TRUE,https://images.unsplash.com/photo-1551107696-a4b0c5a0d9a2?w=400,1,Gel-Excite 8,FALSE,Gel-Excite 8 | Asics,Buy Gel-Excite 8 by Asics. Type: running_shoe. Usage: sport.,active,Asics,Gel-Excite 8,https://images.unsplash.com/photo-1551107696-a4b0c5a0d9a2?w=400,1610000,running_shoe,sport
f-13,F-13,<p>Fila F-13. Category: Fashion.</p>,Fila,sneaker,"sneaker, casual, fila",TRUE,Color,Black,Size,US 11,FILA-F-13-BLACK-US11,500,shopify,100,deny,manual,1495000,1794000,TRUE,TRUE,https://images.unsplash.com/photo-1595950653106-6c9ebd614d3a?w=400,1,F-13,FALSE,F-13 | Fila,Buy F-13 by Fila. Type: sneaker. Usage: casual.,active,Fila,F-13,https://images.unsplash.com/photo-1595950653106-6c9ebd614d3a?w=400,1495000,sneaker,casual
air-force-1,Air Force 1,<p>Nike Air Force 1. Category: Casual.</p>,Nike,sneaker,"sneaker, casual, nike",TRUE,Color,White,Size,US 9,NIKE-AIRFORCE1-WHITE-US9,500,shopify,100,deny,manual,2070000,2484000,TRUE,TRUE,https://images.unsplash.com/photo-1600185365483-26d7a4cc7519?w=400,1,Air Force 1,FALSE,Air Force 1 | Nike,Buy Air Force 1 by Nike. Type: sneaker. Usage: casual.,active,Nike,Air Force 1,https://images.unsplash.com/photo-1600185365483-26d7a4cc7519?w=400,2070000,sneaker,casual
nmdr1,NMD_R1,<p>Adidas NMD_R1. Category: Casual.</p>,Adidas,sneaker,"sneaker, casual, adidas",TRUE,Color,Black,Size,US 7,ADIDAS-NMD_R1-BLACK-US7,500,shopify,100,deny,manual,2990000,3588000,TRUE,TRUE,https://images.unsplash.com/photo-1600185365483-26d7a4cc7519?w=400,1,NMD_R1,FALSE,NMD_R1 | Adidas,Buy NMD_R1 by Adidas. Type: sneaker. Usage: casual.,active,Adidas,NMD_R1,https://images.unsplash.com/photo-1600185365483-26d7a4cc7519?w=400,2990000,sneaker,casual
zig-kinetica-ii,Zig Kinetica II,<p>Reebok Zig Kinetica II. Category: Running.</p>,Reebok,running_shoe,"running_shoe, sport, reebok",TRUE,Color,White,Size,US 10,REEBOK-ZIGKINETIC-WHITE-US10,500,shopify,100,deny,manual,2760000,3312000,TRUE,TRUE,https://images.unsplash.com/photo-1600185365483-26d7a4cc7519?w=400,1,Zig Kinetica II,FALSE,Zig Kinetica II | Reebok,Buy Zig Kinetica II by Reebok. Type: running_shoe. Usage: sport.,active,Reebok,Zig Kinetica II,https://images.unsplash.com/photo-1600185365483-26d7a4cc7519?w=400,2760000,running_shoe,sport
jack-purcell,Jack Purcell,<p>Converse Jack Purcell. Category: Casual.</p>,Converse,sneaker,"sneaker, casual, converse",TRUE,Color,Navy,Size,US 8.5,CONVERSE-JACKPURCEL-NAVY-US8.,500,shopify,100,deny,manual,1725000,2070000,TRUE,TRUE,https://images.unsplash.com/photo-1595950653106-6c9ebd614d3a?w=400,1,Jack Purcell,FALSE,Jack Purcell | Converse,Buy Jack Purcell by Converse. Type: sneaker. Usage: casual.,active,Converse,Jack Purcell,https://images.unsplash.com/photo-1595950653106-6c9ebd614d3a?w=400,1725000,sneaker,casual
fuelcell-rebel-v2,FuelCell Rebel v2,<p>New Balance FuelCell Rebel v2. Category: Running.</p>,New Balance,running_shoe,"running_shoe, sport, new balance",TRUE,Color,Black/Pink,Size,US 8.5,NEWBALAN-FUELCELLRE-BLACK/-US8.,500,shopify,100,deny,manual,2990000,3588000,TRUE,TRUE,https://images.unsplash.com/photo-1560769629-975ec94e6a86?w=400,1,FuelCell Rebel v2,FALSE,FuelCell Rebel v2 | New Balance,Buy FuelCell Rebel v2 by New Balance. Type: running_shoe. Usage: sport.,active,New Balance,FuelCell Rebel v2,https://images.unsplash.com/photo-1560769629-975ec94e6a86?w=400,2990000,running_shoe,sport
gel-quantum-90,Gel-Quantum 90,<p>Asics Gel-Quantum 90. Category: Running.</p>,Asics,running_shoe,"running_shoe, sport, asics",TRUE,Color,Grey,Size,US 11,ASICS-GEL-QUANTU-GREY-US11,500,shopify,100,deny,manual,1840000,2208000,TRUE,TRUE,https://images.unsplash.com/photo-1608231387042-66d1773070a5?w=400,1,Gel-Quantum 90,FALSE,Gel-Quantum 90 | Asics,Buy Gel-Quantum 90 by Asics. Type: running_shoe. Usage: sport.,active,Asics,Gel-Quantum 90,https://images.unsplash.com/photo-1608231387042-66d1773070a5?w=400,1840000,running_shoe,sport
gowalk-5,GOwalk 5,<p>Skechers GOwalk 5. Category: Walking.</p>,Skechers,sneaker,"sneaker, casual, skechers",TRUE,Color,Black,Size,US 9,SKECHERS-GOWALK5-BLACK-US9,500,shopify,100,deny,manual,1495000,1794000,TRUE,TRUE,https://images.unsplash.com/photo-1595950653106-6c9ebd614d3a?w=400,1,GOwalk 5,FALSE,GOwalk 5 | Skechers,Buy GOwalk 5 by Skechers. Type: sneaker. Usage: casual.,active,Skechers,GOwalk 5,https://images.unsplash.com/photo-1595950653106-6c9ebd614d3a?w=400,1495000,sneaker,casual
zoom-pegasus-38,Zoom Pegasus 38,<p>Nike Zoom Pegasus 38. Category: Running.</p>,Nike,running_shoe,"running_shoe, sport, nike",TRUE,Color,Blue,Size,US 8.5,NIKE-ZOOMPEGASU-BLUE-US8.,500,shopify,100,deny,manual,2760000,3312000,TRUE,TRUE,https://images.unsplash.com/photo-1460353581641-37baddab0fa2?w=400,1,Zoom Pegasus 38,FALSE,Zoom Pegasus 38 | Nike,Buy Zoom Pegasus 38 by Nike. Type: running_shoe. Usage: sport.,active,Nike,Zoom Pegasus 38,https://images.unsplash.com/photo-1460353581641-37baddab0fa2?w=400,2760000,running_shoe,sport
suede-classic,Suede Classic,<p>Puma Suede Classic. Category: Fashion.</p>,Puma,sneaker,"sneaker, casual, puma",TRUE,Color,Black,Size,US 6,PUMA-SUEDECLASS-BLACK-US6,500,shopify,100,deny,manual,1495000,1794000,TRUE,TRUE,https://images.unsplash.com/photo-1600185365483-26d7a4cc7519?w=400,1,Suede Classic,FALSE,Suede Classic | Puma,Buy Suede Classic by Puma. Type: sneaker. Usage: casual.,active,Puma,Suede Classic,https://images.unsplash.com/photo-1600185365483-26d7a4cc7519?w=400,1495000,sneaker,casual
era,Era,<p>Vans Era. Category: Skate.</p>,Vans,sneaker,"sneaker, casual, vans",TRUE,Color,Grey,Size,US 8,VANS-ERA-GREY-US8,500,shopify,100,deny,manual,1150000,1380000,TRUE,TRUE,https://images.unsplash.com/photo-1460353581641-37baddab0fa2?w=400,1,Era,FALSE,Era | Vans,Buy Era by Vans. Type: sneaker. Usage: casual.,active,Vans,Era,https://images.unsplash.com/photo-1460353581641-37baddab0fa2?w=400,1150000,sneaker,casual
fresh-foam-beacon-v3,Fresh Foam Beacon v3,<p>New Balance Fresh Foam Beacon v3. Category: Running.</p>,New Balance,running_shoe,"running_shoe, sport, new balance",TRUE,Color,Grey,Size,US 9,NEWBALAN-FRESHFOAMB-GREY-US9,500,shopify,100,deny,manual,2760000,3312000,TRUE,TRUE,https://images.unsplash.com/photo-1460353581641-37baddab0fa2?w=400,1,Fresh Foam Beacon v3,FALSE,Fresh Foam Beacon v3 | New Balance,Buy Fresh Foam Beacon v3 by New Balance. Type: running_shoe. Usage: sport.,active,New Balance,Fresh Foam Beacon v3,https://images.unsplash.com/photo-1460353581641-37baddab0fa2?w=400,2760000,running_shoe,sport
gel-kayano-27,Gel-Kayano 27,<p>Asics Gel-Kayano 27. Category: Running.</p>,Asics,running_shoe,"running_shoe, sport, asics",TRUE,Color,Black,Size,US 10,ASICS-GEL-KAYANO-BLACK-US10,500,shopify,100,deny,manual,3680000,4416000,TRUE,TRUE,https://images.unsplash.com/photo-1542291026-7eec264c27ff?w=400,1,Gel-Kayano 27,FALSE,Gel-Kayano 27 | Asics,Buy Gel-Kayano 27 by Asics. Type: running_shoe. Usage: sport.,active,Asics,Gel-Kayano 27,https://images.unsplash.com/photo-1542291026-7eec264c27ff?w=400,3680000,running_shoe,sport
disruptor-iii,Disruptor III,<p>Fila Disruptor III. Category: Fashion.</p>,Fila,sneaker,"sneaker, casual, fila",TRUE,Color,White,Size,US 8.5,FILA-DISRUPTORI-WHITE-US8.,500,shopify,100,deny,manual,1725000,2070000,TRUE,TRUE,https://images.unsplash.com/photo-1595950653106-6c9ebd614d3a?w=400,1,Disruptor III,FALSE,Disruptor III | Fila,Buy Disruptor III by Fila. Type: sneaker. Usage: casual.,active,Fila,Disruptor III,https://images.unsplash.com/photo-1595950653106-6c9ebd614d3a?w=400,1725000,sneaker,casual
max-cushioning,Max Cushioning,<p>Skechers Max Cushioning. Category: Running.</p>,Skechers,running_shoe,"running_shoe, sport, skechers",TRUE,Color,Blue,Size,US 9.5,SKECHERS-MAXCUSHION-BLUE-US9.,500,shopify,100,deny,manual,2070000,2484000,TRUE,TRUE,https://images.unsplash.com/photo-1560769629-975ec94e6a86?w=400,1,Max Cushioning,FALSE,Max Cushioning | Skechers,Buy Max Cushioning by Skechers. Type: running_shoe. Usage: sport.,active,Skechers,Max Cushioning,https://images.unsplash.com/photo-1560769629-975ec94e6a86?w=400,2070000,running_shoe,sport
air-max-90,Air Max 90,<p>Nike Air Max 90. Category: Casual.</p>,Nike,sneaker,"sneaker, casual, nike",TRUE,Color,Green,Size,US 7.5,NIKE-AIRMAX90-GREEN-US7.,500,shopify,100,deny,manual,2760000,3312000,TRUE,TRUE,https://images.unsplash.com/photo-1525966222134-fcfa99b8ae77?w=400,1,Air Max 90,FALSE,Air Max 90 | Nike,Buy Air Max 90 by Nike. Type: sneaker. Usage: casual.,active,Nike,Air Max 90,https://images.unsplash.com/photo-1525966222134-fcfa99b8ae77?w=400,2760000,sneaker,casual
air-max-97,Air Max 97,<p>Nike Air Max 97. Category: Running.</p>,Nike,running_shoe,"running_shoe, sport, nike",TRUE,Color,Silver,Size,US 11,NIKE-AIRMAX97-SILVER-US11,500,shopify,100,deny,manual,3910000,4692000,TRUE,TRUE,https://images.unsplash.com/photo-1608231387042-66d1773070a5?w=400,1,Air Max 97,FALSE,Air Max 97 | Nike,Buy Air Max 97 by Nike. Type: running_shoe. Usage: sport.,active,Nike,Air Max 97,https://images.unsplash.com/photo-1608231387042-66d1773070a5?w=400,3910000,running_shoe,sport
zig-kinetica-ii,Zig Kinetica II,<p>Reebok Zig Kinetica II. Category: Running.</p>,Reebok,running_shoe,"running_shoe, sport, reebok",TRUE,Color,Grey,Size,US 9,REEBOK-ZIGKINETIC-GREY-US9,500,shopify,100,deny,manual,2760000,3312000,TRUE,TRUE,https://images.unsplash.com/photo-1600185365483-26d7a4cc7519?w=400,1,Zig Kinetica II,FALSE,Zig Kinetica II | Reebok,Buy Zig Kinetica II by Reebok. Type: running_shoe. Usage: sport.,active,Reebok,Zig Kinetica II,https://images.unsplash.com/photo-1600185365483-26d7a4cc7519?w=400,2760000,running_shoe,sport
chuck-70,Chuck 70,<p>Converse Chuck 70. Category: Casual.</p>,Converse,sneaker,"sneaker, casual, converse",TRUE,Color,Beige,Size,US 12,CONVERSE-CHUCK70-BEIGE-US12,500,shopify,100,deny,manual,1955000,2346000,TRUE,TRUE,https://images.unsplash.com/photo-1542291026-7eec264c27ff?w=400,1,Chuck 70,FALSE,Chuck 70 | Converse,Buy Chuck 70 by Converse. Type: sneaker. Usage: casual.,active,Converse,Chuck 70,https://images.unsplash.com/photo-1542291026-7eec264c27ff?w=400,1955000,sneaker,casual
